Address,Zip Code,Area,Price Category,Current Price,List Price,Close Price,Baths Total,Bedrooms,Building SqFt,Lot Size,Year Built,CDOM,Subdivision
7002 Pleasant Oak Court,77407,77498/77407,Middle,350000,349997,350000,3.1,4,3175,7949,1996,12,West Oaks Village Sec 2
19027 Drayton Village Trace,77407,77498/77407,Middle,350000,354900,350000,2.1,4,1876,5747,2022,448,Lakeview Retreat
7010 Arcadia Meadow Court,77407,77498/77407,Middle,350000,370000,350000,2.0,4,2125,8007,2018,214,Grand Vista Lakes Sec 2
7402 Rivercane Shore Lane,77407,77498/77407,Middle,349900,349900,349900,2.0,4,1847,8595,2020,5,Lakeview Retreat
23906 W Fairport Harbor Lane,77407,77498/77407,Middle,349900,349900,349900,3.1,4,2518,7057,2010,137,Parkway Lakes Sec 3
20339 Peralta Cliff Trail,77407,77498/77407,Middle,349500,346500,349500,2.0,3,2089,7506,2017,0,Fieldstone
14831 Cumberland Bridge Lane,77498,77498/77407,Middle,349000,349999,349000,2.1,3,2294,7164,2001,28,Woodbridge Of Fbc Sec 7
20735 Bandrock Terrace,77407,77498/77407,Middle,349000,349000,349000,2.0,4,2162,8266,2014,76,Fieldstone Sec 6
7419 Rainham Valley Lane,77407,77498/77407,Middle,348500,355000,348500,3.0,4,2344,5708,2021,198,Lakeview Retreat
5310 Gibralter Place,77407,77498/77407,Middle,348000,355000,348000,2.1,4,2202,5747,2007,121,Fieldstone Sec 4
7434 Rivercane Shore Lane,77407,77498/77407,Middle,348000,375000,348000,3.0,4,2282,5625,2020,205,Lakeview Retreat Sec 5
19022 Drayton Village Trace,77407,77498/77407,Middle,347500,354999,347500,3.0,4,2257,NULL,2022,126,Lakeview Retreat
21115 Indigo Field Lane,77407,77498/77407,Middle,347500,350000,347500,2.1,4,2635,6590,2005,7,Lakemont
7107 Dove Hollow Court,77407,77498/77407,Middle,347000,359786,347000,2.1,4,2371,9216,2004,12,Lakemont Sec 13
3622 Stratford Town Lane,77498,77498/77407,Middle,346000,348999,346000,2.1,3,2714,6098,1998,478,Stratford Park Village Four
7130 Ballinger Ridge Lane,77407,77498/77407,Middle,345900,349900,345900,2.1,3,2330,6347,2006,11,Lakemont Meadows
15018 Sugar Peak Drive,77498,77498/77407,Middle,345000,378000,345000,3.1,5,2880,5060,2005,169,Sugar Grove
5319 Fossil Stone Lane,77407,77498/77407,Middle,345000,355000,345000,2.1,4,2508,6600,2012,23,Waterview Estates Sec 8
7419 Boxwood Ridge Lane,77407,77498/77407,Middle,345000,344900,345000,2.0,3,2442,6592,2005,21,Grand Mission Sec 9
6802 Oak Run Drive,77407,77498/77407,Middle,345000,369900,345000,2.1,3,2213,7283,1999,24,West Oaks Village Sec 1
17314 Winfield Square,77407,77498/77407,Middle,345000,340000,345000,2.1,4,2562,6883,1997,598,West Oaks Village Sec 4
20502 Windsor Trace Lane,77407,77498/77407,Middle,345000,349900,345000,2.1,3,2294,6458,2005,59,Lakemont Meadows Sec 2
16915 Cory Cornel Lane,77407,77498/77407,Middle,345000,350000,345000,2.1,4,2789,5941,2019,151,Camellia
7011 Fleetwood Crescent Way,77407,77498/77407,Middle,345000,355000,345000,2.0,4,1812,5400,2022,43,Lakeview Retreat Sec 12
16826 Basewood Court,77498,77498/77407,Middle,345000,359000,345000,2.1,4,2372,6743,1998,69,Summerfield
16931 Cory Cornell Lane,77407,77498/77407,Middle,345000,350000,345000,2.1,4,2790,5941,2019,34,Camellia
17147 Devon Dogwood Trail,77407,77498/77407,Middle,345000,359500,345000,2.1,4,2850,6196,2019,162,Camellia
8310 Dusty Canyon Lane,77407,77498/77407,Middle,345000,350000,345000,2.0,4,2130,5736,2008,10,Grand Mission Sec 14
7006 Telford Hollow Trail,77407,77498/77407,Middle,345000,345000,345000,2.0,4,1835,5625,2022,33,Lakeview Retreat Sec 12
14503 Heagans Court,77498,77498/77407,Middle,344000,359000,344000,3.1,4,3175,9201,2002,235,Kingsbridge Estates Sec 1
17834 Oakridge Canyon Lane,77407,77498/77407,Middle,344000,348000,344000,2.0,3,2160,8359,2007,41,Twin Oaks Village Sec 10
10215 Rockdale Bridge Court,77498,77498/77407,Middle,342400,369000,342400,2.0,4,2178,7523,2003,43,Woodbridge Of Fbc Sec 16
14022 Kathi Lynn Lane,77498,77498/77407,Middle,342000,349500,342000,2.0,3,1752,7421,1983,14,Ragus Lake Estates Sec 1
4914 Grapevine Lake Court,77407,77498/77407,Middle,341000,349000,341000,2.0,3,2226,6050,2005,218,Waterside Estate
19539 Keystone Falls Court,77407,77498/77407,Middle,341000,324500,341000,2.0,3,1567,8091,2012,10,Grand Mission
7203 Windy Port Lane,77407,77498/77407,Middle,340000,340000,340000,2.1,4,1962,8813,2005,16,Lakemont
6026 Skylar Meadows Ct,77407,77498/77407,Middle,340000,349999,340000,2.0,3,2228,5750,2018,86,Fieldstone
10531 Spanish Grant Drive,77498,77498/77407,Middle,340000,349000,340000,3.1,5,2417,7350,1978,44,Townewest Sec 2
16314 Cobble Springs Court,77498,77498/77407,Middle,340000,348000,340000,2.0,3,2436,7122,1991,132,Village Of Oak Lake R/P
19906 Sagebrush Cove,77407,77498/77407,Middle,340000,340000,340000,2.1,3,2241,8939,2010,9,Waterview Estates
3215 Stratford Pointe Drive,77498,77498/77407,Middle,340000,350000,340000,2.0,4,2219,6935,2000,12,Stratford Park Village One
16107 Ember Hollow Circle,77498,77498/77407,Middle,340000,340000,340000,2.0,3,1661,9034,1990,1,Village Of Oak Lake R/P
7806 Wyndham Harbor Court,77407,77498/77407,Middle,340000,345000,340000,2.0,3,1830,5704,2021,8,Grand Vista Sec 22
7022 Bossut Drive,77407,77498/77407,Middle,340000,369900,340000,2.1,4,2518,7786,2005,84,Grand Meadow Sec 1
19519 Brighton Brook Lane,77407,77498/77407,Middle,340000,355000,340000,2.0,3,2318,6360,2012,7,Grand Mission
5918 Hackberry Branch Lane,77407,77498/77407,Middle,340000,345000,340000,2.0,3,2033,8920,2019,47,Fieldstone Sec 15
17123 Audrey Arbor Way,77407,77498/77407,Middle,340000,350000,340000,2.0,4,2171,6491,2018,50,CAMELLIA
19527 Sundance Edge Court,77407,77498/77407,Middle,340000,349900,340000,2.0,3,2242,6022,2013,103,Grand Mission Sec 17
20215 Bridge Manor Lane,77407,77498/77407,Middle,339000,339999,339000,2.1,4,2683,7050,2005,8,Lakemont Meadows Sec 1
14911 Sugar Peak Drive,77498,77498/77407,Middle,339000,359800,339000,3.0,4,2695,7339,2005,31,Sugar Grove
7427 Bannon Field Lane,77407,77498/77407,Middle,339000,339000,339000,2.1,5,2381,6995,2004,24,Lakemont Sec 7
13514 Knottinghill Drive,77498,77498/77407,Middle,339000,360000,339000,2.0,4,2048,9635,1976,6,Covington Woods
7111 Anaquitas Creek Court,77407,77498/77407,Middle,338500,349000,338500,2.1,4,2458,5730,2005,56,Lost Creek Sec 1
719 Rolling Mill Drive,77498,77498/77407,Middle,338000,349990,338000,2.0,4,1847,7700,1982,14,Sugarmill Sec 2
20414 Windsor Trace Lane,77407,77498/77407,Middle,337700,339700,337700,2.0,3,2043,6985,2006,27,Lakemont Meadows
7311 Lakeway Bluff Lane,77407,77498/77407,Middle,337000,345000,337000,2.1,4,1876,5580,2022,6,Lakeview Retreat
16326 Concord Falls Lane,77498,77498/77407,Middle,337000,325000,337000,2.1,4,2502,6915,1990,127,Village Of Oak Lake R/P
7827 Mayport Crest Lane,77407,77498/77407,Middle,337000,337000,337000,3.1,4,2663,6211,2013,87,Grand Mission Estates Sec 10
7342 Somerset Hill Lane,77407,77498/77407,Middle,337000,345000,337000,2.1,3,2082,6621,2003,42,Lakemont Sec 4
7423 Ramsgate Cliff Lane,77407,77498/77407,Middle,337000,345000,337000,2.0,4,1802,6501,2021,15,Lakeview Retreat
17138 Devon Dogwood Trail,77407,77498/77407,Middle,336007,334900,336007,2.1,4,2695,5857,2018,446,Camellia
619 Rolling Mill Drive,77498,77498/77407,Middle,336000,349000,336000,2.0,3,1847,8550,1981,16,Sugarmill
18926 Wedgewood Meadow Way,77407,77498/77407,Middle,336000,336000,336000,2.1,4,1903,6417,2021,26,Lakeview Retreat Sec 6
19734 Oakdale Lakes Trail,77407,77498/77407,Middle,335000,337500,335000,2.0,3,1752,8245,2018,12,Grand Mission Estates Sec 7
16938 Blue Mist Circle,77498,77498/77407,Middle,335000,329000,335000,2.1,3,2062,6248,1992,17,Pheasant Creek
17923 Dalton Shadow Lane,77407,77498/77407,Middle,335000,357000,335000,2.1,4,2210,6270,2015,22,Mission Trace Sec 1
5922 Marble Bend Lane,77407,77498/77407,Middle,335000,350000,335000,2.0,3,2111,6000,2017,90,Fieldstone
7423 Garland Mist Lane,77407,77498/77407,Middle,335000,334900,335000,2.1,3,2030,5824,2009,143,Lakemont Manor
21406 Lian Falls Lane,77407,77498/77407,Middle,335000,357000,335000,3.0,4,2504,7636,2006,78,Lost Creek Sec 1
13547 Brook Hollow Drive,77498,77498/77407,Middle,335000,349000,335000,2.0,3,1915,7577,1976,108,Covington Woods Sec 4
5426 Hickory Harvest Drive,77407,77498/77407,Middle,335000,335000,335000,2.0,3,2266,7452,2009,36,Waterview Estates
11810 Caprock Canyons Lane,77498,77498/77407,Middle,335000,345000,335000,2.0,3,2094,8289,1997,14,Park Pointe
17147 Cory Cornell Lane,77407,77498/77407,Middle,335000,345000,335000,2.1,4,2207,5768,2019,29,Camellia Sec 2
110 Shadow Wood Drive,77498,77498/77407,Middle,335000,375000,335000,2.1,4,3594,7814,1984,56,Sugarmill Sec 5
18019 Dalton Shadow Lane,77407,77498/77407,Middle,335000,350000,335000,3.1,4,2503,8696,2015,174,Mission Trace
5602 Pleasant Falls Drive,77407,77498/77407,Middle,333000,339900,333000,3.0,4,2078,7095,2020,26,Long Meadow Farms Sec 44
20623 Bandrock Terrace,77407,77498/77407,Middle,333000,349900,333000,2.1,4,2526,5843,2014,28,Fieldstone
16810 Village View Trail,77498,77498/77407,Middle,333000,349000,333000,2.0,3,2445,8076,2001,56,Village Of Oak Lake Sec 5
7031 Kendall Lake Court,77407,77498/77407,Middle,332000,339000,332000,2.0,3,2128,12246,2009,80,Lakemont Ridge Sec 1
19003 Denstone Cliff Way,77407,77498/77407,Middle,332000,349990,332000,2.0,4,1835,7081,2022,103,Lakeview Retreat Sec 11
3834 Camden Fields Lane,77407,77498/77407,Middle,332000,359000,332000,2.0,3,2070,5996,2011,97,Old Orchard
7107 Paradise Park Bend,77407,77498/77407,Middle,330000,345000,330000,2.1,4,2598,6779,2006,15,Grand Mission
20726 Arrow Falls Lane,77407,77498/77407,Middle,330000,335000,330000,2.0,3,1848,6015,2015,86,Grand Mission Estates Sec 16
19134 Quarry Lakes Lane S,77407,77498/77407,Middle,330000,330000,330000,2.0,4,1924,6385,2010,4,Grand Mission Sec 14
17711 Scenic Oaks Drive,77407,77498/77407,Middle,330000,319000,330000,2.1,4,2452,6299,1996,7,West Oaks Village Sec 1
2410 Avery Park Drive,77498,77498/77407,Middle,330000,330000,330000,2.0,4,2173,7238,2002,51,Glen Laurel
15119 Brookwood Bridge,77498,77498/77407,Middle,330000,349000,330000,2.1,4,2600,6467,2003,172,Woodbridge of FBC
5514 Russett Bay Court,77407,77498/77407,Middle,330000,340000,330000,2.0,4,1784,7725,2020,6,Long Meadow Farms
20015 Flax Flower Drive,77407,77498/77407,Middle,330000,340000,330000,2.1,4,2548,6680,2014,237,Waterview Estates
7906 Burning Oak Lane,77407,77498/77407,Middle,330000,355000,330000,2.1,4,2604,6941,2006,73,Twin Oaks Village Sec 12
16415 Dawncrest Way,77498,77498/77407,Middle,330000,330000,330000,2.1,5,2502,5556,1992,27,Village Of Oak Lake R/P
19526 Sundance Edge Court,77407,77498/77407,Middle,330000,335000,330000,2.0,4,2057,5865,2013,50,Grand Mission Sec 17
19019 Bowden Harbour Drive,77407,77498/77407,Middle,330000,349500,330000,2.1,4,2401,7780,2017,49,Grand Vista
3118 Pheasant Trail Drive,77498,77498/77407,Middle,330000,334000,330000,2.1,4,2247,8074,1994,172,Summerfield
6506 Magellan Manor Drive,77407,77498/77407,Middle,330000,340000,330000,3.0,4,2385,6768,2010,151,Grand Meadow
17218 Devon Dogwood Trail,77407,77498/77407,Middle,330000,350000,330000,2.1,4,2789,6218,2020,57,Camellia
19706 Terrazza Lake Lane,77407,77498/77407,Middle,330000,359000,330000,2.0,4,2159,7072,2016,765,Grand Mission Estates
16422 Ember Hollow Lane,77498,77498/77407,Middle,330000,345000,330000,2.0,4,2436,6212,1990,42,Village Of Oak Lake R/P
9410 Coatsworth Drive,77498,77498/77407,Middle,330000,330000,330000,2.1,4,2692,6325,2005,12,Kingsbridge Village Sec 6
7038 Tallow Knoll Lane,77407,77498/77407,Middle,330000,348000,330000,2.1,4,2525,6376,2003,27,Lakemont Sec 2
20019 Linden Spruce Lane,77407,77498/77407,Middle,330000,330000,330000,2.1,3,2474,6309,2015,72,Waterview Estates Sec 13
20119 Longheath Court,77407,77498/77407,Middle,329990,330000,329990,2.0,3,1550,6958,2005,94,Lakemont Terrace Sec 1
20331 Granophyre Lane,77407,77498/77407,Middle,329900,329900,329900,2.0,4,2182,7672,2015,93,Fieldstone
20507 Somerset Hill Court,77407,77498/77407,Middle,329000,339000,329000,2.0,3,1914,9798,2003,315,Lakemont
11810 Hueco Tanks Drive,77498,77498/77407,Middle,329000,339000,329000,2.1,4,2319,6413,2000,154,Park Pointe
16602 Tranquil Drive,77498,77498/77407,Middle,329000,329000,329000,2.1,3,1824,7378,1985,8,Pheasant Creek Sec 2
20403 Windcrest Colony Trail,77407,77498/77407,Middle,328888,325000,328888,2.0,3,1632,6936,2020,6,Grand Mission Estates Sec 24
3519 Stratford Plaza Lane,77498,77498/77407,Middle,328500,335000,328500,2.0,4,2182,8401,1998,77,Stratford Park Village Four
20418 Port Bishop Lane,77407,77498/77407,Middle,328000,350000,328000,2.0,3,2231,7626,2004,23,Lakemont
8403 Victoria Springs Drive,77407,77498/77407,Middle,327500,335000,327500,2.0,3,1636,6250,2018,85,Grand Mission Estates Sec 7
7518 Ramsgate Cliff Lane,77407,77498/77407,Middle,327000,332000,327000,2.0,4,1867,6251,2020,23,Lakeview Retreat
8207 Durango Lodge Lane,77407,77498/77407,Middle,326500,337000,326500,2.0,3,2145,7907,2012,89,Grand Mission Sec 16
20822 Wilde Redbud Trail,77407,77498/77407,Middle,325990,349990,325990,3.0,3,1593,5008,2025,59,Grand Mission Estates
18831 Allendale Forest Drive,77407,77498/77407,Middle,325500,338000,325500,2.0,4,1867,6657,2020,36,Lakeview Retreat Sec 7
21511 Bedias Creek Drive,77407,77498/77407,Middle,325000,325000,325000,2.0,3,1699,5865,2007,22,Lost Creek
7310 Lakeway Bluff Lane,77407,77498/77407,Middle,325000,325000,325000,2.0,4,1741,6271,2022,45,Lakeview Retreat Sec 10
19031 Fulvetta Haven Way,77407,77498/77407,Middle,325000,330000,325000,2.0,3,1898,6468,2019,11,Grand Vista Sec 26
18318 Grayson Bluff Way,77407,77498/77407,Middle,325000,349900,325000,2.0,4,2024,6333,2018,346,Lakeview Retreat Sec 2
16306 Ash Point Lane,77498,77498/77407,Middle,325000,335000,325000,2.1,4,2502,6650,1992,262,Village of Oak Lake R/P
21214 Lilac Meadows Lane,77407,77498/77407,Middle,325000,340000,325000,2.1,4,2719,6875,2004,28,Lakemont
8510 Remington Bluff Lane,77407,77498/77407,Middle,325000,338000,325000,2.0,3,1778,6422,2019,6,Grand Mission Estates Sec 21
13703 Lynnwood Lane,77498,77498/77407,Middle,325000,324990,325000,2.0,4,1905,10740,2013,12,Imperial Estates
7123 Colwyn Bay Trail,77407,77498/77407,Middle,325000,325000,325000,2.0,3,1639,5624,2021,50,Lakeview Retreat Sec 11
7206 Highland Chase Drive,77407,77498/77407,Middle,325000,339999,325000,2.0,4,2042,8507,2018,82,Lakeview Retreat Sec 2
17123 Cory Cornel Lane,77407,77498/77407,Middle,325000,344900,325000,2.1,4,2705,5929,2019,99,Camellia Sec 2
14226 Strutton Drive,77498,77498/77407,Middle,325000,339000,325000,3.1,5,3061,8847,1995,46,Tealbriar
16414 Maple Downs Lane,77498,77498/77407,Middle,325000,325000,325000,2.1,4,2504,6498,1990,49,Village Of Oak Lake R/P
14827 Armitage Lane,77498,77498/77407,Middle,325000,340000,325000,2.0,4,2341,11211,1994,9,Kingsbridge Place Sec 1
22306 Laguna Trace Court Court,77407,77498/77407,Middle,324900,324900,324900,2.1,4,2518,7258,2003,52,Meadows Of Pkwy Lakes
18839 Majestic Vista Lane,77407,77498/77407,Low,324500,335000,324500,2.0,3,1777,5917,2014,114,Grand Vista Sec 2
7006 Oak Prairie Court,77407,77498/77407,Low,324340,319000,324340,2.1,5,2436,6829,1996,87,West Oaks Village Sec 2
20310 Port Bishop Lane,77407,77498/77407,Low,324000,339000,324000,2.1,4,2496,5750,2005,292,Lakemont Sec 12
18115 Sonora Brook Lane,77407,77498/77407,Low,323000,339900,323000,2.0,3,2094,6856,2015,170,Mission Trace Sec 1
2022 Arcadia Drive,77498,77498/77407,Low,323000,335000,323000,2.0,3,2037,7977,1978,31,Covington West
19315 Summer Island Way,77407,77498/77407,Low,323000,334500,323000,3.1,5,3059,5582,2006,75,Bradford Park Sec 2
5539 Jay Thrush Drive,77407,77498/77407,Low,322500,322500,322500,2.0,3,2032,7644,2013,148,Waterview Estates
15106 Turphin Way,77498,77498/77407,Low,322000,335000,322000,2.1,4,2844,7677,2001,19,Kingsbridge Place Sec 5
5518 Persimmon Pass,77407,77498/77407,Low,320100,339900,320100,2.0,4,2265,6600,2006,83,Waterview Estates
14911 Moss Bridge Lane,77498,77498/77407,Low,320000,325000,320000,2.0,3,2148,6443,2000,8,Woodbridge Fbc Sec 1
7107 Grants Hollow Lane,77407,77498/77407,Low,320000,323975,320000,2.0,3,2442,6768,2005,200,Grand Mission Sec 3
18914 Whitehaven Bend Lane,77407,77498/77407,Low,320000,320000,320000,2.0,3,1799,6167,2017,2,Grand Vista Sec 16
15527 Waumsley Way,77498,77498/77407,Low,320000,350000,320000,2.1,4,3306,8186,2003,24,Kingsbridge Village
17915 Scrub Oak Drive,77407,77498/77407,Low,320000,324900,320000,2.1,4,2467,7105,1995,71,West Oaks Village Sec 1
18315 Stablewood Manor Trail,77407,77498/77407,Low,320000,320000,320000,2.0,3,1840,7070,2018,43,Grand Vista Lakes Sec 3
7218 Grants Hollow Lane,77407,77498/77407,Low,320000,355000,320000,2.0,3,2455,6688,2006,95,Grand Mission Sec 8
7558 Highland Chase Drive,77407,77498/77407,Low,320000,327000,320000,2.0,4,1723,5836,2020,42,Lakeview Retreat Sec 4
21506 Bedias Creek Drive,77407,77498/77407,Low,320000,320000,320000,2.0,3,1773,6807,2013,4,Lost Creek Sec 1
19503 Keystone Falls Court,77407,77498/77407,Low,320000,325000,320000,2.0,3,1722,6822,2011,16,Grand Mission
2604 Eldridge Park Way,77498,77498/77407,Low,320000,319900,320000,2.1,4,2182,4770,2000,73,Eldridge Park Village
7510 Highland Chase Drive,77407,77498/77407,Low,320000,339000,320000,2.0,4,1765,5798,2020,40,Lakeview Retreat Sec 4
20223 Benton Springs Lane,77407,77498/77407,Low,320000,335000,320000,2.1,4,2630,NULL,2006,107,LAKEMONT TERRACE
19007 Logan Star Court,77407,77498/77407,Low,319915,335000,319915,2.0,3,2262,8217,2008,179,Grand Mission Sec 14
5515 Russett Bay Court,77407,77498/77407,Low,319000,318900,319000,2.0,3,1673,9346,2020,42,Long Meadow Farms
18907 Elrington Creek Court,77407,77498/77407,Low,319000,339999,319000,2.1,4,2357,5132,2016,23,Grand Vista Sec 13
7007 Descartes Drive,77407,77498/77407,Low,319000,338000,319000,2.1,4,2530,6069,2005,223,Grand Meadow Sec 1
7822 Heather Harvest Way,77407,77498/77407,Low,318000,325000,318000,2.0,3,1838,5400,2018,10,GRAND VISTA
21126 Albany Landing Lane,77407,77498/77407,Low,318000,318000,318000,2.0,3,1626,6582,2020,9,Long Meadow Farms Sec 46
5319 Fledgling Trail,77407,77498/77407,Low,317500,325000,317500,2.0,3,1987,7917,2013,46,Waterview Estates Sec 8
7503 Boxwood Ridge Lane,77407,77498/77407,Low,317000,329900,317000,2.1,4,2540,6662,2005,230,Grand Mission Sec 9
7014 Kendall Lake CT,77407,77498/77407,Low,316575,335000,316575,2.0,3,2128,7119,2008,68,Lakemont Ridge
1522 Waterside Village Drive,77407,77498/77407,Low,316000,320000,316000,2.0,3,1919,6307,2003,14,Waterside Village
16310 Mulberry Run Court,77498,77498/77407,Low,315500,309700,315500,2.0,4,1840,7998,1986,53,Village Of Oak Lake R/P
18326 Arcola Bay Lane,77407,77498/77407,Low,315000,324500,315000,2.0,4,1811,5321,2019,54,Lakeview Retreat Sec 4
7215 Colwyn Bay Trail,77407,77498/77407,Low,315000,325000,315000,2.1,4,1876,6042,2021,120,Lakeview Retreat
13703 Fernhill Drive,77498,77498/77407,Low,315000,310000,315000,2.1,3,1743,7672,1973,32,Covington Woods Sec 1
17711 Rose Summit Lane,77407,77498/77407,Low,315000,327500,315000,2.0,4,2032,6083,2015,9,Mission Trace Sec 5
18102 Almond Place Lane,77407,77498/77407,Low,315000,315000,315000,2.1,4,2334,5622,2007,67,Mission Sierra
23806 Fairport Harbor Lane,77407,77498/77407,Low,315000,319900,315000,2.1,4,3036,7592,2006,62,Parkway Lakes Sec 3
21134 Albany Landing Lane,77407,77498/77407,Low,315000,330000,315000,2.0,3,1814,7445,2020,21,Long Meadow Farms
5302 Marble Ravine Drive,77407,77498/77407,Low,315000,315000,315000,2.1,4,2266,7277,2011,97,Fieldstone
5711 Water Violet Lane,77407,77498/77407,Low,315000,340000,315000,2.1,4,2488,5554,2014,113,Waterview Estates Sec 13
7915 Saragosa Blue Lane,77407,77498/77407,Low,315000,331500,315000,2.0,3,1863,6068,2007,10,Grand Mission
18006 Barton Ridge Lane,77407,77498/77407,Low,315000,320000,315000,2.1,4,3019,7920,2005,116,Twin Oaks Village Sec 8
7011 Telford Hollow Trail,77407,77498/77407,Low,315000,314990,315000,2.0,3,1354,5400,2022,67,Lakeview Retreat Sec 12
2707 Serene Place,77498,77498/77407,Low,315000,335000,315000,2.1,4,2518,11089,1989,124,Pheasant Creek Sec 2
9410 Gatmere Court,77498,77498/77407,Low,315000,330000,315000,2.1,4,2602,9646,1993,38,Kingsbridge Place
17823 Scenic Oaks Drive,77407,77498/77407,Low,315000,320000,315000,2.1,4,2473,6265,1995,126,West Oaks Village
18502 Seacoast Way,77407,77498/77407,Low,315000,330000,315000,2.1,3,1714,3385,2022,262,Taj Residences
5602 Cedar Crescent Court,77407,77498/77407,Low,314500,316000,314500,2.0,3,1626,6823,2020,66,Long Meadow Farms Sec 46
"8122 Fairfield Manor Way,",77407,77498/77407,Low,313000,325000,313000,2.0,3,1788,5358,2017,67,GRAND VISTA
19203 Christine Crossing Dr,77407,77498/77407,Low,312500,334900,312500,2.1,4,2788,8092,2006,71,Bradford Park
15318 Griggs Point Lane,77498,77498/77407,Low,312500,329000,312500,2.0,3,2209,10148,2003,144,Kingsbridge Village Sec 1
7511 Flintrock Hollow Trail,77407,77498/77407,Low,312000,315000,312000,2.2,3,1678,5671,2020,118,Lakeview Retreat Sec 4
17619 Trinity Meadow Lane,77407,77498/77407,Low,312000,294900,312000,3.1,5,3938,7417,2003,26,Twin Oaks Village
16318 Dawncrest Way,77498,77498/77407,Low,312000,319000,312000,2.0,4,1988,7187,1990,135,Village Of Oak Lake R/P
16823 Pheasant Ridge Drive,77498,77498/77407,Low,311500,315000,311500,2.0,4,2047,10158,1995,21,Summerfield Sec 1
14906 Armitage Lane,77498,77498/77407,Low,311500,319000,311500,2.1,3,2578,11989,1997,10,Kingsbridge Place Sec 1
14803 Hemlock Bridge Court,77498,77498/77407,Low,311000,329900,311000,2.0,4,1911,9559,2000,54,Woodbridge Of Fbc
17134 Fairway Glen Court,77498,77498/77407,Low,311000,324900,311000,2.1,4,2468,9581,2000,199,Summerfield Sec 6
8118 Fairfield Manor Way,77407,77498/77407,Low,311000,317000,311000,2.0,3,1771,5408,2017,100,Grand Vista Sec 16
16626 Tranquil Drive,77498,77498/77407,Low,310999,319999,310999,2.0,3,1639,6770,1985,87,Pheasant Creek
13714 Lynnwood Lane,77498,77498/77407,Low,310000,315000,310000,2.0,3,1946,9255,1972,21,Imperial Estates Sec 2
8303 Durango Lodge Lane,77407,77498/77407,Low,310000,321000,310000,2.0,3,1683,6343,2012,15,Grand Mission Sec 16
17746 Auburn Heights Trail,77407,77498/77407,Low,310000,324900,310000,2.0,3,1701,6374,2017,242,Mission Trace Sec 6
8327 Dusty Canyon Lane,77407,77498/77407,Low,310000,315000,310000,2.0,3,1882,5990,2008,163,Grand Mission Sec 14
18234 Almond Place Lane,77407,77498/77407,Low,310000,312999,310000,2.0,3,1805,5175,2012,3,Mission Sierra Sec 5
13510 Naples Bridge Road,77498,77498/77407,Low,310000,350000,310000,2.1,4,2562,4758,1999,598,Eldridge Park Village Sec 1
18518 Bridgeway Lane,77407,77498/77407,Low,310000,350000,310000,2.1,3,1831,3608,2020,56,Taj Residences
7114 Sundance Meadows Lane,77407,77498/77407,Low,310000,319000,310000,2.0,3,2033,7376,2007,38,Lakemont Meadows Sec 3
13802 Lynnwood Lane,77498,77498/77407,Low,310000,349500,310000,2.0,3,2385,14579,1972,86,Imperial Woods
6703 Walnut Square,77407,77498/77407,Low,310000,315000,310000,2.1,3,2148,10906,1997,11,West Oaks Village
4815 Mission Lake Court,77407,77498/77407,Low,310000,305000,310000,3.0,4,2180,6037,2002,7,Waterside Village Sec 1
2438 Glenholly Park Drive,77498,77498/77407,Low,310000,310000,310000,2.1,4,2123,5471,2005,28,Riverway Estates Sec 1
1414 Hitherfield Drive,77498,77498/77407,Low,310000,315000,310000,2.0,3,1964,14466,1975,69,Covington Woods
7519 Rockaway Point Lane,77407,77498/77407,Low,310000,323000,310000,2.0,3,2123,6386,2006,110,Parkway Lakes Sec 3
20227 Bridge Manor Lane,77407,77498/77407,Low,310000,320000,310000,2.1,3,2294,7101,2005,132,Lakemont Meadows
18114 Oakfield Crossing,77407,77498/77407,Low,310000,315000,310000,2.0,3,2029,6160,1997,9,West Oaks Village Sec 2
18106 Oakleaf Trail Court,77407,77498/77407,Low,310000,349000,310000,2.1,4,2587,6374,1997,31,West Oaks Village Sec 2
19715 Heron Shadow Court,77407,77498/77407,Low,310000,315000,310000,2.1,3,2029,6911,2008,77,Lakemont Manor Sec 2
16406 Ginger Run Way,77498,77498/77407,Low,310000,325000,310000,2.1,3,1959,6913,1990,50,Village Of Oak Lake R/P
23618 Starbridge Lake,77407,77498/77407,Low,310000,315900,310000,2.1,3,2130,6554,2011,554,PARKWAY LAKES
5311 Persimmon Pass,77407,77498/77407,Low,310000,320000,310000,2.0,3,1690,6897,2013,42,Waterview Estates Sec 1
611 Muirwood Lane,77498,77498/77407,Low,310000,335700,310000,2.0,3,1638,8012,1982,36,Sugarmill Sec 2
10322 Rancho Bernardo Lane,77498,77498/77407,Low,310000,329900,310000,3.0,4,2288,6864,2024,151,Townewest
21131 Lilac Meadows Lane,77407,77498/77407,Low,309900,309900,309900,2.1,4,2635,7584,2004,143,Lakemont Sec 9
7123 Anaquitas Creek Court,77407,77498/77407,Low,309900,324900,309900,2.0,3,1844,5716,2005,77,Lost Creek Sec 1
20334 Granophyre Lane,77407,77498/77407,Low,308000,320888,308000,2.0,4,2071,6650,2016,358,Fieldstone
8807 Sage Cove Lane,77407,77498/77407,Low,308000,315000,308000,2.0,4,2497,9391,2008,1,Mission Sierra
16414 Concord Falls Lane,77498,77498/77407,Low,307000,339888,307000,3.0,4,2756,5437,1992,239,Village Of Oak Lake R/P
